"Klokkeslaet","01_Bibliotek_(gnt_af_51_stk)","02_Doegninstitioner__(gnt_af_50_stk)","03_Daginstitutioner_(gnt_af_160_stk)","04_Folkeskoler_(gnt_af_582_stk)","05_Forsyningsanlaeg_(gnt_af_174_stk)","06_Camping_(Hytter/Telte)","07_Vandvaerk","08_Handel/service_(gnt_af_17_stk)","09_Hospitaler_(gnt_af_32_stk)","10_Hoteller_(gnt_af_7_stk)","11_Hustand_","12_Hustand_","13_Hustand_","14_Boligforening","15_Internatskoler/kursuscentre_(gnt_af_39_stk)","16_IT-Service_(gnt_af_21_stk)","17_Kontorer/administration_(gnt_af_322_stk)","18_Laboratorier_(gnt_af_11_stk)","19_Landmand_Kvaeg_og_maelk","20_Museér,_udstillinger_m_v_(gnt_af_23_stk)","21_Plejehjem_(gnt_af_229_stk)","22_Produktioner_(gnt_af_36_stk)","23_Restauranter_(gnt_af_8_stk)","24_Serverrum_(gnt_af_14_stk)","25_Sportsanlaeg_(gnt_af_135_stk)","26_Supermarkeder_(gnt_af_55_stk)","27_Togstationer_(gnt_af_67_stk)","28_Videregående_uddinstitutioner_(gnt_af_62_stk)","29_Voksenundervisning_(gnt_af_12_stk)","30_Vaerksteder_(gnt_af_23_stk)"
"2020-12-11 03:00",65.71,84.67,85.34,84.28,115.98,6.05,322.44,66.77,350.57,17.97,34.74,1.33,"",9,44.56,266.66,32.05,92.2,36.6,25.51,16.5,75.83,7.06,101.76,22.74,69.88,13.93,213.86,13.08,45.1
"2020-12-11 04:00",71.81,86.04,91.81,85.65,117.59,6.03,209.8,71.08,358.74,18.6,37.82,1.44,"",9,46.94,266.61,33.61,92.64,39.1,25.38,16.66,73.94,7.14,102.09,23.04,68.93,17.24,219.69,13.95,45.63
"2020-12-11 05:00",92.32,90.84,107.01,90.42,116.35,6.12,206.12,74.55,400.35,22.05,40.49,1.51,"",11,50.88,275.36,37.51,92.63,42.5,25.56,19,76.99,8.87,101.81,27.04,73.03,20.37,237.15,18.9,44.87
"2020-12-11 06:00",117.51,115.59,152.89,115.06,127.23,5.98,197.04,85.03,517.53,34.32,48.9,1.56,"",14,65.59,306.44,48.82,98.38,50.8,29.49,28.59,87.16,10.22,101.9,37.49,83.25,21.3,262.61,24.09,54.59
"2020-12-11 07:00",144.01,162.38,209.16,161.63,138.17,6.29,322.04,98.46,627.5,36.29,45.52,2.3,"",18,79.7,339.1,65.92,108.03,51.8,37.68,44.08,101.38,13.45,101.86,42.54,97.26,21.59,318.91,39.1,68.94
"2020-12-11 08:00",183.8,190.26,257.95,189.39,140.7,5.77,331.32,100.61,708.94,37.25,44.16,3.24,"",24,91.21,371.07,79.35,123.81,50.9,54.06,47.63,114.69,18.82,102.31,48.57,98.55,18.79,369.79,55.1,83.65
"2020-12-11 09:00",204.59,204.35,268.36,203.41,142.83,6.34,295.16,107.17,718.62,37.06,44.46,1.16,"",24,93.52,381.42,83.28,131.01,55,61.05,49.63,116.85,24.72,103.44,50.33,95.79,15.98,397.43,56.56,81.33
"2020-12-11 10:00",214.16,211.15,283.26,210.18,144.74,5.28,247.52,115.69,728.33,41.84,42.38,1.63,"",24,93.76,379.73,84.72,133.13,43.9,67.55,53.8,124.04,31.27,103.87,49.96,94.53,15.51,410.85,58.76,84.6
"2020-12-11 11:00",212.18,200.92,270,199.99,140.87,5.41,299.04,112.95,716.7,41.44,47.63,1.63,"",24,95.88,379.67,83.25,134.27,40.7,69.56,50.69,127.09,29.89,104.95,49.11,91.52,14.45,409.21,59.5,83.58
"2020-12-11 12:00",213.22,186.63,267.37,185.77,140.6,5.64,202.64,117.25,700.47,40.27,48.83,2.3,"",23,91.62,380.65,82.86,130.53,38.9,69.32,45.72,121.05,25.14,104.4,47.95,90.56,15.08,406.29,56.07,80.88
"2020-12-11 13:00",211.81,182.25,244.7,181.42,142.41,5.61,214.96,116.92,703.48,37.54,43.84,2.11,"",25,88.93,377.37,79.33,132.71,36.4,69.53,44.21,123.89,27.63,105,48.4,90.15,15.14,401.64,52.35,77.55
"2020-12-11 14:00",209.57,164.23,235.97,163.47,143.47,5.49,370.24,103.55,673.57,33.56,45.68,2.28,"",22,84.99,372.81,74.25,128.33,39.4,68.83,34.26,119.62,26.23,104.47,50.02,88.83,15.23,385.24,44.01,73.91
"2020-12-11 15:00",198.65,150.98,202.45,150.29,142.13,5.34,364,100.21,610.31,35.98,55.64,2.17,"",18,80.98,360.15,66.78,122.1,49.2,66.75,29.7,107.73,23.59,97.76,54.17,87.88,17.01,360.63,34.8,55.25
"2020-12-11 16:00",186.86,154.39,173.52,153.68,143.54,6.05,248.84,100.02,556.29,40.76,70.79,2.05,"",17,82.15,339.59,56.7,111.71,81.5,57.54,29.63,109.73,19.87,98.02,59.3,87.82,20.77,330.11,28.73,40.64
"2020-12-11 17:00",175.41,148.26,137.67,147.58,135.86,6.68,271.44,95.19,505.55,40.52,68.13,1.06,"",16,77.71,314.14,48.6,103.66,55.6,41.13,27.18,99.59,19.57,102.9,62.71,86.99,21.04,296.68,29.7,38.36
"2020-12-11 18:00",150.37,142.25,128.47,141.6,140.08,7.21,342.2,82.68,480.2,41.17,61.16,2.14,"",15,71.65,296.09,42.19,100.69,53.8,31.98,27.21,89.11,22.11,102.73,64.19,84.9,20.45,273.87,29.2,39.01
"2020-12-11 19:00",115.74,138.38,124.4,137.74,138.5,7.14,270.56,82.96,450.52,37.05,60.49,2.49,"",13,67.59,285.48,39.32,97.26,49,31.39,26.02,94.71,22,102.73,63.35,81.97,20.38,261.52,26.96,36.76
"2020-12-11 20:00",106.74,128.09,109.15,127.5,136.48,7.32,318.56,79.21,428.86,35.67,59.4,2.27,"",14,64.61,278.3,37.36,94.59,48.1,30.02,23.75,82.95,22.01,103.18,57.3,64.61,20.12,248.13,23.48,37.41
"2020-12-11 21:00",89.97,121.03,100.55,120.47,133.2,6.93,332.92,75.8,411.84,32.24,53.52,1.9,"",10,61.39,273.34,35.62,93.21,45.5,28.97,22.86,80.07,20.4,102.58,47.47,52.77,19.23,239.82,18.14,40.66
"2020-12-11 22:00",74.43,109.28,91.18,108.78,135.93,6.89,306.32,74.75,389.41,28.68,46.85,0.98,"",10,57.33,268.18,33.69,93.39,44.5,26.75,20.02,89.03,15.77,102.53,34.3,47.56,19.13,230.83,13.9,44.11
"2020-12-11 23:00",67.48,102.22,87.04,101.75,126.14,6.7,224.56,72.71,370.41,22.39,38.94,0.95,"",10,51.87,265.14,32.48,91.92,37.6,26.09,18.29,84.46,9.9,102.62,25.86,48.26,18.11,222.4,13.48,37.95
"2020-12-12 00:00",62.8,96.05,81.12,95.61,127.16,6.46,262.56,72.21,363.86,20.37,35.16,0.91,"",10,48.19,264.46,31.69,92.1,38.8,24.61,17.45,77.31,7.84,102.44,23.58,52.73,17.74,217.81,12.76,37.63
"2020-12-12 01:00",63.99,92.89,82.36,92.46,122.76,6.35,207.8,70.15,358.02,20.33,34.22,0.96,"",12,45.39,264.79,31.46,91.39,41.1,24.94,16.85,79,7.22,102.93,23.3,55.09,16.35,216.14,12.43,39.04
"2020-12-12 02:00",64.17,89.53,82.63,89.12,125.97,6.39,197.84,71.75,353.56,19.6,32.55,0.94,"",13,44.94,264.9,31.49,92.21,38,25.19,16.57,77.92,7.27,102.3,22.8,62.3,12.77,216.91,12.93,37.75
"2020-12-12 03:00",63.97,88.16,84.31,87.76,120.48,6.27,180.92,66.74,353.22,19.1,32.26,1.28,"",12,44.69,265.8,31.81,91.93,33.7,24.59,16.58,68.74,7.63,102.37,22.86,70.44,13.37,216.24,13.04,38.75
"2020-12-12 04:00",70.66,87.86,89.21,87.45,119.7,6.53,183,68.73,359.15,20.36,36.17,1.33,"",10,47.27,267.1,33.53,92.62,38.9,24.85,16.91,71.62,7.84,102.17,22.84,72.23,16.89,222.29,14.67,39.78
"2020-12-12 05:00",94.42,91.06,115.55,90.65,123.08,6.32,219.16,74.09,404.64,23.09,40.13,1.49,"",12,51.98,275.45,37.67,93.18,41.7,25.24,19.25,76.14,8.5,102.01,27.03,75.77,20.65,240.68,18.5,42.17
"2020-12-12 06:00",118.51,118.67,156.83,118.12,132.09,6.79,117.64,86.95,522.03,38.46,43.45,1.53,"",15,69.5,305.05,48.97,98.92,49.5,29.55,27.93,85.83,18.19,102.33,37.44,85.74,20.75,266.21,26.11,51.77
"2020-12-12 07:00",143.58,162.1,211.16,161.36,144.96,6.84,341.2,98.33,620.72,39.71,43.75,2.37,"",18,81.8,340.26,65.12,107.67,63.7,36.87,44.01,101.12,19.38,102.28,43.45,96.6,20.89,319.31,39.53,68.53
"2020-12-12 08:00",182.65,197.5,258.63,196.59,153.54,6.37,361.48,107.78,698.17,36.03,44.07,3.13,"",23,92.76,367.98,78.56,123.35,62.6,53.44,47.45,111.93,18.34,103.11,49.02,98.09,18.84,370.39,56.18,82.04
"2020-12-12 09:00",201.09,210.08,274,209.11,149.27,5.81,241.24,112.16,723.62,37.57,46.27,3.55,"",24,97.95,377.64,83.61,129.09,62.4,60.54,50.26,116.07,19.8,104.16,49.92,95.66,15.51,394.45,58.36,81.97
"2020-12-12 10:00",210.72,209.68,281.82,208.72,149.62,5.86,223.08,107.37,730.54,40.45,46.82,2.56,"",25,96.72,379.2,84.51,133.37,52,68.01,54.37,125.1,24.65,104.35,51.37,95.58,14.96,406,61.14,86.18
"2020-12-12 11:00",209.93,199.48,269.43,198.56,141.22,5.62,288.48,110.61,716.62,41.05,42.28,2.43,"",24,96.52,378.03,82.89,133.93,49.2,71.06,50.39,122.99,28.04,104.36,49.96,92.29,14.09,408.02,59.56,83.58
"2020-12-12 12:00",213.72,181.14,262.66,180.31,144.65,6.02,280.68,117.13,710.73,41.25,42.85,2.98,"",24,91.64,378.48,82.3,131.1,50.4,70.2,44.5,115.71,20.98,104,48.86,90.63,14.38,404.11,55.43,79.42
"2020-12-12 13:00",213.94,181.4,239.03,180.57,144.94,5.66,299.16,122.28,705.79,41.85,42.57,1.46,"",22,88.97,376.57,78.96,131.77,48.5,71.52,43.04,114.62,22.85,103.14,50.04,89.45,14.75,400.85,50.22,79.82
"2020-12-12 14:00",210.32,153.43,229.66,152.72,145.63,5.72,221.08,112.89,670.21,41.33,47.92,1.72,"",21,86.16,370.95,74.2,130.12,52.9,69.79,34.19,107.92,20.86,102.83,53.21,89.14,15.08,387.8,42.78,76.35
"2020-12-12 15:00",199.83,143.66,207.99,143,144.59,5.36,339.24,108.46,597.82,36.87,53.94,1.3,"",19,81.89,362.49,66.2,122.35,61.1,67.75,29.79,100.97,19.89,102.45,55.99,88.44,17.12,363.83,33.9,56.46
"2020-12-12 16:00",187.3,148.9,180.02,148.22,144.12,6.42,244.92,107.21,554.31,37.4,69.19,2.34,"",16,80.32,343.87,56.31,113.18,74.3,54.03,29.27,107.79,18.3,102.67,61.41,88.32,20.43,332.06,29.05,49.98
"2020-12-12 17:00",173.8,151.03,141.73,150.34,139.43,6.78,238.28,100.55,504.77,39.34,66.12,1.45,"",13,75.7,317.63,48.46,104.06,69.9,45.47,27.26,103.5,18.11,101.83,64.43,87.61,20.49,297.32,27.1,46.07
"2020-12-12 18:00",148.34,147.04,128.72,146.36,142.51,8.19,356.04,93.69,481.08,39.16,60.26,1.45,"",10,71.67,298.77,42.19,101.46,69.2,43.36,27.13,86.8,19.8,101.51,64.74,85.66,19.6,274.28,27.12,45.11
"2020-12-12 19:00",115.46,140.99,124.35,140.34,141.57,7.52,409.84,87.89,451.1,38.22,59.28,1.44,"",13,65.72,290.55,39.19,99.13,69.1,43.42,25.58,80.63,19.97,102.32,63.6,83.05,19.76,259.32,24.42,42.82
"2020-12-12 20:00",104.12,131.39,111.84,130.78,138.98,7.97,241.52,87.16,432.52,34.87,54.29,2.77,"",10,63.05,281.77,37.16,96.55,71.9,38.28,23.63,77.11,20.8,101.59,58.99,67.92,19.4,247.74,21.78,42.04
"2020-12-12 21:00",87.51,123.99,99.47,123.42,132.87,7.76,215.04,79.52,414.84,31.3,51.66,1.88,"",9,61.45,277.18,35.51,95.88,68.2,30.82,22.53,75.48,19.55,101.47,48.97,52.88,19.82,239.13,17.92,44.08
"2020-12-12 22:00",76.54,111.07,94.63,110.55,136.97,7.55,296.24,79.47,395.7,26.32,44.53,1.06,"",9,56.6,273.19,34.04,95.47,62.6,27.74,20.13,84.39,14.62,101.69,34.53,47.54,19.42,230.1,13.99,47.08
"2020-12-12 23:00",69.85,101.95,88.09,101.48,132.55,6.77,263.8,77.11,375.62,22.4,37.83,0.91,"",9,52.51,269.09,32.8,95.28,61.2,26.61,18.18,91.56,11.09,101.54,26.5,47.53,18.83,222.96,12.59,41.56
"2020-12-13 00:00",67.53,98.64,84.67,98.18,128.47,6.48,192.76,75.57,367.35,18.65,36.01,0.98,"",10,48.81,268.56,31.89,92.88,59.1,25.07,17.32,73.75,8.19,101.44,24.12,50.7,18.68,218.45,12.85,44.78
"2020-12-13 01:00",67.89,93.61,83.03,93.18,123.91,6.19,157.24,74.98,362.41,17.36,35.06,1.02,"",9,47.24,268.74,31.57,93.52,55.9,24.73,16.94,83.15,7.38,101.64,23.25,55.67,17.62,217.39,12.48,46.67
"2020-12-13 02:00",68.1,88.3,83.18,87.9,124.44,5.8,157.2,75.5,357.76,17.24,35.09,1.35,"",9,46.12,269.12,31.65,93.77,55,24.03,16.66,82.51,7.21,102.02,23.36,61.21,13.74,214.65,13,46.71
"2020-12-13 03:00",67.03,88.31,100.24,87.91,122.31,5.75,179.52,73.84,357.11,16.57,34.82,1.46,"",9,44.81,270.95,32,92.98,51.7,23.8,16.71,84.34,7.18,102.06,23.05,69.85,13.97,178.45,13.31,44.15
"2020-12-13 04:00",73.3,87.03,91.87,86.63,122.7,6.15,183.12,75.38,367.18,16.84,37.43,1.56,"",10,46.29,270.41,33.91,93.51,55,24.05,16.76,73.6,7.67,101.3,23.31,71.97,17.06,183.24,14.57,44.13
"2020-12-13 05:00",95.33,92.03,105.31,91.61,123.49,5.92,200.16,80.09,410.88,19.13,46.47,1.57,"",12,50.26,277.13,37.97,94.64,57.8,24.6,19.09,75.29,10.45,101.18,27.17,75.04,20.47,199.53,18.75,46.06
"2020-12-13 06:00",118.95,116.4,157.44,115.86,133.61,6.33,236.32,92.11,523.84,35.47,51.39,2.46,"",13,66.91,305.38,49.34,98.57,61.2,28.7,28.24,85.58,16.96,101.52,37.68,85.34,21.03,222.65,24.82,55.93
"2020-12-13 07:00",145.12,162.95,213.12,162.2,140.15,6.95,229.12,103.45,641.98,37.88,44.65,2.04,"",20,81.31,343.5,65.33,110.52,52.6,36.17,43.93,100.91,14.11,101.83,43.99,97.14,21.44,267.97,39.98,75.69
"2020-12-13 08:00",181.67,192.9,256.59,192.01,150.27,6.92,322.16,109.07,710.54,37.22,49.73,1.68,"",24,91.96,372.2,78.6,126.47,55.8,54.42,46.29,108.72,12.49,102.67,47.99,97.26,18.59,315.76,52.06,84.53
"2020-12-13 09:00",198.61,203.55,270.13,202.61,147.51,6.2,238.64,110.2,725.91,36.3,47.77,2.59,"",24,92.9,384.27,83.52,130.54,51.1,63.79,48.17,118.93,21.79,103.15,49.71,94.56,15.9,338.1,53.3,83.69
"2020-12-13 10:00",209.36,207.76,280,206.8,150.06,6,205.6,111.23,739.69,35.77,44.86,1.03,"",24,95.45,381.26,85.52,134.39,41.1,68.76,52.99,132.52,28.34,103.45,51.32,94.69,15.31,349.72,55.46,88.48
"2020-12-13 11:00",212.78,207.01,267.99,206.05,151.92,5.49,330.2,115.1,725.48,38.78,44.84,1,"",25,99.76,380.35,83.81,136.5,37.2,70.29,49.77,124.52,25.66,103.83,49.75,92.55,15.16,354,56.77,88.33
"2020-12-13 12:00",213.92,189.76,267.05,188.89,147.62,6.1,337.04,123.26,715.43,38,41.57,1.02,"",26,92,382.8,84.15,131.47,39.9,71.11,45.12,113.81,24.13,104.07,48.01,91.67,15.62,350.72,52.91,82.82
"2020-12-13 13:00",212.87,181.39,249.16,180.55,144.05,5.87,203.48,124.14,710.51,36.69,42.52,0.95,"",27,92.16,380.17,81.34,132.94,35.5,73.96,43.24,99.89,23.52,103.53,48.72,90.13,15.7,345.51,49.51,82.51
"2020-12-13 14:00",210.57,165.12,233.37,164.36,141.5,5.49,202.48,112.29,656.9,40.6,48.73,0.94,"",26,86.42,376.32,76.25,131.21,44.1,72.95,34.3,104.63,22.95,103.48,52.03,88.89,14.85,330.92,43.83,76.39
"2020-12-13 15:00",200.16,154.56,210.37,153.85,141.45,5.61,267.2,104.71,600.33,38.13,55.76,0.96,"",25,81.27,366.81,70.78,126.61,46.4,69.32,30.42,114.34,21.78,102.97,55.17,88.44,16.68,306.77,35.48,59.76
"2020-12-13 16:00",190.69,152.98,180.51,152.28,140.26,6.97,335.44,102.71,555.68,40.89,63.25,1.63,"",22,80.79,348.48,63.67,116,62,57.69,29.91,106.02,18.89,103.09,59.84,87.67,20.83,278.42,28.22,52.54
"2020-12-13 17:00",177.26,150.72,137.57,150.03,134.8,6.77,334.04,101.14,503.82,40.19,69.42,1.65,"",15,74.21,320.12,53.54,106.26,54.8,41.59,27.7,90.53,18.78,103,63.94,86.52,20.73,246.91,26.04,50.58
"2020-12-13 18:00",151.35,145.54,119.77,144.87,134.02,7.37,340.72,92,477.97,41.01,58.91,1.67,"",16,69.99,300.12,44.46,102.61,58.4,32.81,27.58,93.7,19.99,102.97,65.1,84.86,20.31,229.15,25.68,48.87
"2020-12-13 19:00",117.76,139.81,115.6,139.17,134.02,7.67,362.24,91.03,452.23,36.99,52.08,1.94,"",11,65.9,290.87,40.41,99.84,53.9,31.94,26.14,84.73,20.98,102.74,64.43,82.41,19.85,216.42,22.27,49.81
"2020-12-13 20:00",103.88,132.59,102.4,131.98,131.91,8.56,258.44,88.53,427.23,35.54,58.94,3.58,"",8,63.09,281.58,37.56,96.62,50.7,31.13,23.62,75.97,21.56,102.66,59.01,65.18,19.28,206.89,19.4,46.44
"2020-12-13 21:00",86.08,123.69,97.41,123.12,129.07,7.79,219.6,86.33,409.77,32.09,56.22,3.23,"",9,60.51,277.3,35.84,94.83,47,30.79,22.54,74.37,19.81,102,46.97,52.29,19.18,199.74,16.86,47.53
"2020-12-13 22:00",75.23,111,91.51,110.49,134.47,6.88,261.24,82.88,389.75,27.51,48.6,2.07,"",9,55.5,272.73,34.07,93.18,45.4,29.67,20.33,89.48,15.85,102.74,35.01,45.57,17.83,191.18,13.42,45.63
"2020-12-13 23:00",67.64,102.29,84.47,101.82,130.47,6.5,377.6,81.47,371.71,23.16,42.43,0.99,"",9,50.54,268.53,32.71,93.12,39.3,29.66,18.16,89.39,11.08,102.32,26.29,45.95,17.81,185.09,13.16,40.35
"2020-12-14 00:00",64.48,97.97,81.98,97.51,124.07,6.68,148.2,80.86,362.73,20.67,38.77,0.98,"",9,46.47,267.72,31.91,91.61,38,29.78,17.45,76.17,8.01,102.36,23.64,53.35,17.87,219.64,12.2,39.68
"2020-12-14 01:00",65.86,90.96,79.94,90.54,120.4,5.99,148.4,78.46,356.84,19.82,37.59,0.92,"",9,44.19,266.77,31.47,91.97,39,28.81,17.11,81.1,7.79,102.3,22.89,56.91,17.09,218.48,12.2,41.33
"2020-12-14 02:00",65.98,89.03,79.38,88.62,118.56,5.85,166.72,79.24,351.03,19.7,39.25,1.1,"",9,44.57,268.01,31.59,92.54,35.4,28.63,16.74,73.17,7.3,101.85,22.68,65.4,13.16,216.1,12.77,42.69
"2020-12-14 03:00",64.84,87.49,82.63,87.09,116.03,6.19,191.84,76.52,353.13,19.22,36.65,1.32,"",9,44.39,267.09,31.97,93.42,34,28.15,17.02,86.69,7.91,101.88,22.83,68.32,13.33,216.74,12.89,42.75
"2020-12-14 04:00",72.28,87.48,91.66,87.08,116.61,6.01,176.04,81.9,360.21,18.84,40.88,1.48,"",9,46.66,268.87,33.81,92.53,35.6,28.74,17.04,84.66,8.01,102,23.34,70.99,17.25,223.67,14.86,41.61
"2020-12-14 05:00",94.37,92.21,101.16,91.78,118.48,6.07,126.76,84.15,410.32,21.6,47.2,1.6,"",12,50.15,279.69,37.59,92.87,40.4,29.22,19.15,74.93,9.09,101.79,27.13,76.17,20.34,239.48,18.39,42.08
"2020-12-14 06:00",119.67,112.33,153.97,111.81,127.86,6.65,233.56,96.22,509.16,35.28,47.84,4.42,"",13,63.12,305.12,48.28,98.56,50.5,33.37,28.26,84.27,11.13,102.1,37.56,87.62,20.83,265.9,25.21,51.24
"2020-12-14 07:00",147.33,153.8,206.06,153.09,140.44,6.84,351,103.68,621.71,39.7,50.7,1.83,"",17,78.14,337.95,64.13,104.68,55.5,42.37,42.12,100.47,11.43,102.27,44.24,99.31,21.16,316.34,39.6,72
"2020-12-14 08:00",182.3,191.54,251.32,190.66,144.94,6.62,268.08,114.52,707.44,39.38,54.42,1.69,"",22,90.29,371.68,77.43,120.94,55.4,55.66,44.95,106.14,11.75,103.16,48.8,99.04,19.46,368.67,51.42,83.52
"2020-12-14 09:00",198.84,207.18,262.28,206.22,143.9,7.04,215.36,111.56,707.87,36,51.49,1.67,"",22,94.2,387.28,81.75,127.95,47.8,62.78,48.43,100.67,15.55,102.68,49.66,96.67,16.08,391.12,53.39,84.57
"2020-12-14 10:00",211.17,209.48,279.93,208.51,144.85,6.79,281.96,110.82,719.13,39.36,45.43,1.73,"",22,94.29,389.38,83.14,131.06,43,69.05,51.75,109.21,28.04,103.65,52.56,95.94,15.31,402.12,53.43,82.76
"2020-12-14 11:00",211.15,203.39,265.11,202.45,145.58,6.8,208.16,107.98,701.37,42.52,46.16,1.66,"",21,95.36,388.35,82.18,133.76,41.9,71.3,48.17,109.5,28.77,103.76,51.6,94.52,14.66,400.72,53.34,76.31
"2020-12-14 12:00",211.79,179.45,248.77,178.63,140.9,6.87,262.08,104.73,682.64,40.93,45.03,1.68,"",16,87.71,384.03,78.48,128.82,38.4,70.91,42.47,99.74,21.68,103.71,49.31,93.02,14.1,391.41,47.47,71.96
"2020-12-14 13:00",206.58,164.63,221.9,163.87,140.38,6.83,353.44,106.48,669.58,41.1,46.76,1.74,"",17,83.82,384.09,71.3,123.43,36.5,72.17,39.45,100.53,20.71,103.64,50.05,91.31,14.28,376.76,40.8,69.36
"2020-12-14 14:00",197.99,139.52,206.82,138.88,136.02,6.48,254.8,103.07,618.69,39.79,56.19,1.67,"",15,78.5,379.33,63.33,117.49,41.7,70.74,30.18,100.25,20.27,103.82,52.05,90.48,14.84,356.21,30.74,50.23
"2020-12-14 15:00",190.81,134.38,177.49,133.76,138.73,6.93,316.96,97.9,553.03,37.56,55.23,1.66,"",14,74.95,369.1,56.88,110.94,46.3,68.07,27.81,92.57,19.68,103.32,56.68,89.13,17.32,333.52,26.76,44.86
"2020-12-14 16:00",168.76,146.39,143.01,145.72,137.2,6.63,300.2,95.24,517.57,39.49,70.91,1.65,"",12,78.12,355.67,51.29,105.22,58.3,59.78,28.46,88.36,19.8,103.27,60.34,89.46,20.11,311.15,24.31,46.19
"2020-12-14 17:00",135.92,145.36,121.76,144.7,135.09,7.22,365,93.24,477.79,44.18,70.02,1.86,"",12,70.74,340.51,46.62,101.57,56,46.18,26.47,86.28,20.53,102.85,60,88.05,20.39,284.21,21.81,48.12
"2020-12-14 18:00",105.08,142.95,113.8,142.29,133.77,10.1,358.8,88.7,456.37,46.95,61.18,1.52,"",8,66.38,328.16,42.46,100.32,53.4,38.06,26.8,90.35,21.57,102.36,57.55,85.66,19.75,265.81,21.19,43.05
"2020-12-14 19:00",95.98,143.51,107.49,142.85,135.13,14.86,333.16,85.06,436.05,42.69,53.41,1.41,"",9,62.72,321.79,40.57,96.55,51.7,35.55,25.57,87.97,22.08,102.13,53.77,82.86,19.55,257.36,19.18,41.57
"2020-12-14 20:00",89.08,130.74,101.84,130.14,133.49,10.57,324.72,83.69,417.56,40.85,52.89,3.13,"",8,59.44,318.48,38.88,95.39,54,33.42,23.52,89.89,22.53,102.3,47.78,67.75,19.13,248.53,18.5,41.74
"2020-12-14 21:00",83.93,122.27,98.09,121.71,130.3,7.03,296.64,83.87,401.78,36.75,48.05,1.52,"",9,58.15,315.8,37.74,94.57,52.9,32.96,22.77,86.32,21.94,102.14,39.47,51.53,18.99,241.9,18.12,40.49
"2020-12-14 22:00",78.31,114.31,94.2,113.78,127.05,6.65,218,80.15,382.13,33.98,44.5,1.02,"",8,56.17,313.31,36.31,93.96,49.4,31.61,19.87,88.54,19.42,102.18,32.07,46.11,18.44,233.94,17.4,41.9
"2020-12-14 23:00",73.16,103.13,87.17,102.65,125.72,5.39,227.72,78,363.78,32.29,43,0.98,"",8,53.67,307.75,35.06,91.96,44.9,32.35,18.41,86.44,12.7,102.37,26.61,48.03,18.77,225.79,16.04,41.52
"2020-12-15 00:00",72.87,98.7,85.22,98.24,123.6,5.6,204.16,75.26,354.32,29.36,35.31,0.99,"",9,48.44,305.69,33.77,92.15,42.1,31.85,17.55,84.83,9.48,102.11,24.81,52.84,18.85,219.34,14.56,49.04
"2020-12-15 01:00",70.69,94.26,80.4,93.83,121.47,6.03,236.96,80.39,352.11,23.55,32.91,1.18,"",9,46.34,299.77,32.73,91.26,35.8,30.33,16.98,82.66,8.18,102.8,24.12,58.63,18.75,215.82,14.92,47.94
"2020-12-15 02:00",68.85,90.45,80.53,90.04,122.86,5.84,147.64,76.87,348.26,21.47,33.48,1.34,"",8,44.38,293.42,32.09,89.65,34.1,30.72,16.48,91.17,7.58,102.52,23.74,64.68,18.7,212.84,13.88,50.89
"2020-12-15 03:00",67.4,88.55,79.62,88.15,121.51,5.62,177.4,75.4,345.48,19.55,31.91,1.39,"",9,43.66,286.88,31.45,90.4,33,29.72,16.56,69.03,7.74,102.47,22.84,70.97,18.82,209.88,12.26,49.26
"2020-12-15 04:00",68.45,88,89.28,87.59,125.42,5.79,266.28,79.11,347.37,17.79,32.36,1.55,"",9,45.39,281.7,31.32,89.41,42.4,29.7,16.52,69.46,7.65,102.13,23.35,70.62,18.31,209.7,12.49,47.57
"2020-12-15 05:00",71.26,86.45,81.28,86.06,122.76,5.7,203.72,74.84,364.73,19.33,35.16,1.66,"",11,45.73,281.53,31.46,89.11,45,28.88,17.57,69.88,7.95,102.62,24.03,74.75,19.37,210.24,12.6,42.53
"2020-12-15 06:00",79.4,97.03,89.46,96.59,124,5.99,127.64,78.88,413.9,26.24,43.42,2.98,"",11,48.17,279.54,32.35,88.77,50.9,29.26,22.46,73.74,8.36,102.18,26.87,82.3,18.89,214.03,12.77,41.95
"2020-12-15 07:00",92.97,106.41,96.32,105.92,131.51,5.99,137.6,80.36,435.27,36.08,52.23,4.56,"",11,50.34,279.63,33.05,89.16,54.3,32.78,27.74,78.14,8.32,102.76,36.84,94.02,19.22,220.97,13.43,43.41
"2020-12-15 08:00",114.23,112.85,97.03,112.33,136.9,6.04,190.72,76.7,455.03,31.73,60.12,1.85,"",13,54.61,282.38,33.87,90.8,57,35.57,28.31,78.85,9.41,102.98,45.96,93.37,18.81,228.48,15.11,43.5
"2020-12-15 09:00",139.72,118.23,102.22,117.69,144.5,5.29,171.24,77.64,459.2,30.21,61.54,1.67,"",11,54.52,283.51,33.79,87.62,47.9,45.07,30.48,77.01,14.02,102.99,50.93,90.74,14.7,230.61,14.15,40.85
"2020-12-15 10:00",157.46,129.28,105.34,128.69,155.57,4.91,313.84,76.56,462.68,33.84,55.59,1.7,"",12,56.41,283.74,34.36,89.04,38.7,60.12,33.62,77.08,20.61,103.56,55.61,89.99,13.58,236.85,13.15,35.31
"2020-12-15 11:00",159.5,130.78,102.94,130.18,166.92,4.87,383.32,76.87,460.62,35.39,49.56,1.72,"",11,57.12,284.11,34.23,89.56,36.6,61.81,31.82,76.28,16.91,105.26,56.31,89.13,13.66,239.43,13.3,36.21
