Name,Manufacturer,alpha_sc,a_ref,I_L_ref,I_o_ref,R_s,R_sh_ref
Hanwha_Q_CELLS_(Qidong)_HSL60M6-HA-0-240T,Hanwha Q CELLS (Qidong),0.004175,1.555618,8.527664,3.25E-10,0.343999,382.433746
Hanwha_Q_CELLS_(Qidong)_HSL60M6-HB-0-240T,Hanwha Q CELLS (Qidong),0.004175,1.555618,8.527664,3.25E-10,0.343999,382.433746
Hanwha_Q_CELLS_(Qidong)_HSL60M6-HB-4-240T,Hanwha Q CELLS (Qidong),0.004175,1.555618,8.527664,3.25E-10,0.343999,382.433746
Hanwha_Q_CELLS_(Qidong)_HSL60M6-HB-4-240TB,Hanwha Q CELLS (Qidong),0.004175,1.555618,8.527664,3.25E-10,0.343999,382.433746
Hanwha_Q_CELLS_(Qidong)_HSL60M6-HB-4-240TW,Hanwha Q CELLS (Qidong),0.004175,1.555618,8.527664,3.25E-10,0.343999,382.433746
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PA-0-240T,Hanwha Q CELLS (Qidong),0.004375,1.587627,8.765565,6.10E-10,0.371494,208.833694
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PA-0-240TB,Hanwha Q CELLS (Qidong),0.006125,1.567888,8.766396,4.54E-10,0.376398,200.875732
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PA-0-240TW,Hanwha Q CELLS (Qidong),0.004375,1.587627,8.765565,6.10E-10,0.371494,208.833694
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PA-2-240Q,Hanwha Q CELLS (Qidong),0.004234,1.53843,8.736012,2.55E-10,0.422886,383.944794
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PA-2-240QB,Hanwha Q CELLS (Qidong),0.004234,1.53843,8.736012,2.55E-10,0.422886,383.944794
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PA-2-240QW,Hanwha Q CELLS (Qidong),0.004234,1.53843,8.736012,2.55E-10,0.422886,383.944794
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PA-3-240Q,Hanwha Q CELLS (Qidong),0.004234,1.53843,8.736012,2.55E-10,0.422886,383.944794
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PA-3-240QB,Hanwha Q CELLS (Qidong),0.004234,1.53843,8.736012,2.55E-10,0.422886,383.944794
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PA-3-240QW,Hanwha Q CELLS (Qidong),0.004234,1.53843,8.736012,2.55E-10,0.422886,383.944794
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PA-4-240Q,Hanwha Q CELLS (Qidong),0.004234,1.53843,8.736012,2.55E-10,0.422886,383.944794
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PA-4-240QB,Hanwha Q CELLS (Qidong),0.004234,1.53843,8.736012,2.55E-10,0.422886,383.944794
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PA-4-240QW,Hanwha Q CELLS (Qidong),0.004234,1.53843,8.736012,2.55E-10,0.422886,383.944794
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PA-4-240T,Hanwha Q CELLS (Qidong),0.006125,1.567888,8.766396,4.54E-10,0.376398,200.875732
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PA-4-240TB,Hanwha Q CELLS (Qidong),0.006125,1.567888,8.766396,4.54E-10,0.376398,200.875732
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PA-4-240TW,Hanwha Q CELLS (Qidong),0.006125,1.567888,8.766396,4.54E-10,0.376398,200.875732
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PB-0-240T,Hanwha Q CELLS (Qidong),0.004375,1.587627,8.765565,6.10E-10,0.371494,208.833694
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PB-0-240TB,Hanwha Q CELLS (Qidong),0.006125,1.567888,8.766396,4.54E-10,0.376398,200.875732
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PB-0-240TW,Hanwha Q CELLS (Qidong),0.004375,1.587627,8.765565,6.10E-10,0.371494,208.833694
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PB-2-240Q,Hanwha Q CELLS (Qidong),0.004234,1.53843,8.736012,2.55E-10,0.422886,383.944794
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PB-2-240QB,Hanwha Q CELLS (Qidong),0.004234,1.53843,8.736012,2.55E-10,0.422886,383.944794
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PB-2-240QW,Hanwha Q CELLS (Qidong),0.004234,1.53843,8.736012,2.55E-10,0.422886,383.944794
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PB-3-240QB,Hanwha Q CELLS (Qidong),0.004234,1.53843,8.736012,2.55E-10,0.422886,383.944794
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PB-4-240Q,Hanwha Q CELLS (Qidong),0.004234,1.53843,8.736012,2.55E-10,0.422886,383.944794
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PB-4-240QW,Hanwha Q CELLS (Qidong),0.004234,1.53843,8.736012,2.55E-10,0.422886,383.944794
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PB-4-240T,Hanwha Q CELLS (Qidong),0.006125,1.567888,8.766396,4.54E-10,0.376398,200.875732
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PB-4-240TB,Hanwha Q CELLS (Qidong),0.006125,1.567888,8.766396,4.54E-10,0.376398,200.875732
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PB-4-240TW,Hanwha Q CELLS (Qidong),0.006125,1.567888,8.766396,4.54E-10,0.376398,200.875732
Hanwha_Q_CELLS_(Qidong)_HSL60M6-HB-0-245TW,Hanwha Q CELLS (Qidong),0.004229,1.563288,8.635964,3.27E-10,0.335837,485.900604
Hanwha_Q_CELLS_(Qidong)_HSL60M6-HB-4-245T,Hanwha Q CELLS (Qidong),0.004229,1.563288,8.635964,3.27E-10,0.335837,485.900604
Hanwha_Q_CELLS_(Qidong)_HSL60M6-HB-4-245TB,Hanwha Q CELLS (Qidong),0.004229,1.563288,8.635964,3.27E-10,0.335837,485.900604
Hanwha_Q_CELLS_(Qidong)_HSL60M6-HB-4-245TW,Hanwha Q CELLS (Qidong),0.004229,1.563288,8.635964,3.27E-10,0.335837,485.900604
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PA-0-245T,Hanwha Q CELLS (Qidong),0.0044,1.587447,8.8068,5.80E-10,0.353214,457.141663
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PA-0-245TB,Hanwha Q CELLS (Qidong),0.00616,1.567791,8.80749,4.32E-10,0.358034,420.663879
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PA-0-245TW,Hanwha Q CELLS (Qidong),0.0044,1.587447,8.8068,5.80E-10,0.353214,457.141663
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PA-2-245Q,Hanwha Q CELLS (Qidong),0.004278,1.545397,8.823643,2.54E-10,0.414537,576.191223
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PA-2-245QB,Hanwha Q CELLS (Qidong),0.004278,1.545397,8.823643,2.54E-10,0.414537,576.191223
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PA-2-245QW,Hanwha Q CELLS (Qidong),0.004278,1.545397,8.823643,2.54E-10,0.414537,576.191223
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PA-3-245Q,Hanwha Q CELLS (Qidong),0.004278,1.545397,8.823643,2.54E-10,0.414537,576.191223
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PA-3-245QB,Hanwha Q CELLS (Qidong),0.004278,1.545397,8.823643,2.54E-10,0.414537,576.191223
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PA-3-245QW,Hanwha Q CELLS (Qidong),0.004278,1.545397,8.823643,2.54E-10,0.414537,576.191223
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PA-4-245Q,Hanwha Q CELLS (Qidong),0.004278,1.545397,8.823643,2.54E-10,0.414537,576.191223
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PA-4-245QB,Hanwha Q CELLS (Qidong),0.004278,1.545397,8.823643,2.54E-10,0.414537,576.191223
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PA-4-245QW,Hanwha Q CELLS (Qidong),0.004278,1.545397,8.823643,2.54E-10,0.414537,576.191223
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PA-4-245T,Hanwha Q CELLS (Qidong),0.00616,1.567791,8.80749,4.32E-10,0.358034,420.663879
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PA-4-245TB,Hanwha Q CELLS (Qidong),0.00616,1.567791,8.80749,4.32E-10,0.358034,420.663879
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PA-4-245TW,Hanwha Q CELLS (Qidong),0.00616,1.567791,8.80749,4.32E-10,0.358034,420.663879
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PB-0-245T,Hanwha Q CELLS (Qidong),0.0044,1.587447,8.8068,5.80E-10,0.353214,457.141663
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PB-0-245TB,Hanwha Q CELLS (Qidong),0.00616,1.567791,8.80749,4.32E-10,0.358034,420.663879
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PB-0-245TW,Hanwha Q CELLS (Qidong),0.0044,1.587447,8.8068,5.80E-10,0.353214,457.141663
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PB-2-245Q,Hanwha Q CELLS (Qidong),0.004278,1.545397,8.823643,2.54E-10,0.414537,576.191223
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PB-2-245QB,Hanwha Q CELLS (Qidong),0.004278,1.545397,8.823643,2.54E-10,0.414537,576.191223
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PB-2-245QW,Hanwha Q CELLS (Qidong),0.004278,1.545397,8.823643,2.54E-10,0.414537,576.191223
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PB-3-245Q,Hanwha Q CELLS (Qidong),0.004278,1.545397,8.823643,2.54E-10,0.414537,576.191223
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PB-3-245QB,Hanwha Q CELLS (Qidong),0.004278,1.545397,8.823643,2.54E-10,0.414537,576.191223
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PB-3-245QW,Hanwha Q CELLS (Qidong),0.004278,1.545397,8.823643,2.54E-10,0.414537,576.191223
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PB-4-245,Hanwha Q CELLS (Qidong),0.00528,1.473525,8.811437,7.71E-11,0.420003,323.172302
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PB-4-245Q,Hanwha Q CELLS (Qidong),0.004278,1.545397,8.823643,2.54E-10,0.414537,576.191223
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PB-4-245QB,Hanwha Q CELLS (Qidong),0.004278,1.545397,8.823643,2.54E-10,0.414537,576.191223
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PB-4-245QW,Hanwha Q CELLS (Qidong),0.004278,1.545397,8.823643,2.54E-10,0.414537,576.191223
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PB-4-245T,Hanwha Q CELLS (Qidong),0.00616,1.567791,8.80749,4.32E-10,0.358034,420.663879
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PB-4-245TB,Hanwha Q CELLS (Qidong),0.00616,1.567791,8.80749,4.32E-10,0.358034,420.663879
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PB-4-245TW,Hanwha Q CELLS (Qidong),0.00616,1.567791,8.80749,4.32E-10,0.358034,420.663879
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PB-4-245W,Hanwha Q CELLS (Qidong),0.00528,1.473525,8.811437,7.71E-11,0.420003,323.172302
Hanwha_Q_CELLS_(Qidong)_HSL60M6-HA-0-250T,Hanwha Q CELLS (Qidong),0.004278,1.569263,8.734429,3.41E-10,0.31583,622.457153
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PA-2-250QB,Hanwha Q CELLS (Qidong),0.004322,1.552404,8.911384,2.52E-10,0.406392,1136.915771
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PA-2-250QW,Hanwha Q CELLS (Qidong),0.004322,1.552404,8.911384,2.52E-10,0.406392,1136.915771
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PA-3-250Q,Hanwha Q CELLS (Qidong),0.004322,1.552404,8.911384,2.52E-10,0.406392,1136.915771
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PA-3-250QB,Hanwha Q CELLS (Qidong),0.004322,1.552404,8.911384,2.52E-10,0.406392,1136.915771
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PA-3-250QW,Hanwha Q CELLS (Qidong),0.004322,1.552404,8.911384,2.52E-10,0.406392,1136.915771
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PA-4-250Q,Hanwha Q CELLS (Qidong),0.004322,1.552404,8.911384,2.52E-10,0.406392,1136.915771
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PA-4-250QB,Hanwha Q CELLS (Qidong),0.004322,1.552404,8.911384,2.52E-10,0.406392,1136.915771
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PA-4-250QW,Hanwha Q CELLS (Qidong),0.004322,1.552404,8.911384,2.52E-10,0.406392,1136.915771
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PA-4-250T,Hanwha Q CELLS (Qidong),0.006223,1.581042,8.898026,4.69E-10,0.33632,372.53894
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PA-4-250TB,Hanwha Q CELLS (Qidong),0.006223,1.581042,8.898026,4.69E-10,0.33632,372.53894
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PA-4-250TW,Hanwha Q CELLS (Qidong),0.006223,1.581042,8.898026,4.69E-10,0.33632,372.53894
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PB-0-250T,Hanwha Q CELLS (Qidong),0.004445,1.600924,8.897355,6.29E-10,0.331472,400.665497
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PB-0-250TB,Hanwha Q CELLS (Qidong),0.006223,1.581042,8.898026,4.69E-10,0.33632,372.53894
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PB-0-250TW,Hanwha Q CELLS (Qidong),0.004445,1.600924,8.897355,6.29E-10,0.331472,400.665497
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PB-2-250Q,Hanwha Q CELLS (Qidong),0.004322,1.552404,8.911384,2.52E-10,0.406392,1136.915771
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PB-2-250QB,Hanwha Q CELLS (Qidong),0.004322,1.552404,8.911384,2.52E-10,0.406392,1136.915771
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PB-2-250QW,Hanwha Q CELLS (Qidong),0.004322,1.552404,8.911384,2.52E-10,0.406392,1136.915771
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PB-3-250Q,Hanwha Q CELLS (Qidong),0.004322,1.552404,8.911384,2.52E-10,0.406392,1136.915771
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PB-3-250QB,Hanwha Q CELLS (Qidong),0.004322,1.552404,8.911384,2.52E-10,0.406392,1136.915771
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PB-3-250QW,Hanwha Q CELLS (Qidong),0.004322,1.552404,8.911384,2.52E-10,0.406392,1136.915771
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PB-4-250,Hanwha Q CELLS (Qidong),0.005244,1.484649,8.747374,1.13E-10,0.28567,338.61731
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PB-4-250Q,Hanwha Q CELLS (Qidong),0.004322,1.552404,8.911384,2.52E-10,0.406392,1136.915771
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PB-4-250QB,Hanwha Q CELLS (Qidong),0.004322,1.552404,8.911384,2.52E-10,0.406392,1136.915771
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PB-4-250QW,Hanwha Q CELLS (Qidong),0.004322,1.552404,8.911384,2.52E-10,0.406392,1136.915771
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PB-4-250T,Hanwha Q CELLS (Qidong),0.006223,1.581042,8.898026,4.69E-10,0.33632,372.53894
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PB-4-250TB,Hanwha Q CELLS (Qidong),0.006223,1.581042,8.898026,4.69E-10,0.33632,372.53894
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PB-4-250TW,Hanwha Q CELLS (Qidong),0.006223,1.581042,8.898026,4.69E-10,0.33632,372.53894
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PB-4-250W,Hanwha Q CELLS (Qidong),0.005244,1.484649,8.747374,1.13E-10,0.28567,338.61731
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PC-3-250,Hanwha Q CELLS (Qidong),0.004813,1.541801,8.726361,2.21E-10,0.309692,424.514435
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PC-3-250W,Hanwha Q CELLS (Qidong),0.00436,1.495855,8.727756,1.05E-10,0.321421,361.384399
Hanwha_Q_CELLS_(Qidong)_HSL60M6-HA-4-255T,Hanwha Q CELLS (Qidong),0.004317,1.576103,8.812087,3.37E-10,0.309406,1306.254272
Hanwha_Q_CELLS_(Qidong)_HSL60M6-HA-4-255TB,Hanwha Q CELLS (Qidong),0.004317,1.576103,8.812087,3.37E-10,0.309406,1306.254272
Hanwha_Q_CELLS_(Qidong)_HSL60M6-HA-4-255TW,Hanwha Q CELLS (Qidong),0.004317,1.576103,8.812087,3.37E-10,0.309406,1306.254272
Hanwha_Q_CELLS_(Qidong)_HSL60M6-HB-4-255T,Hanwha Q CELLS (Qidong),0.004317,1.576103,8.812087,3.37E-10,0.309406,1306.254272
Hanwha_Q_CELLS_(Qidong)_HSL60M6-HB-4-255TB,Hanwha Q CELLS (Qidong),0.004317,1.576103,8.812087,3.37E-10,0.309406,1306.254272
Hanwha_Q_CELLS_(Qidong)_HSL60M6-HB-4-255TW,Hanwha Q CELLS (Qidong),0.004317,1.576103,8.812087,3.37E-10,0.309406,1306.254272
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PA-0-255T,Hanwha Q CELLS (Qidong),0.005459,1.602368,9.04599,6.15E-10,0.324726,452.249329
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PA-0-255TB,Hanwha Q CELLS (Qidong),0.005459,1.602368,9.04599,6.15E-10,0.324726,452.249329
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PA-0-255TW,Hanwha Q CELLS (Qidong),0.005459,1.602368,9.04599,6.15E-10,0.324726,452.249329
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PA-2-255Q,Hanwha Q CELLS (Qidong),0.005613,1.577904,9.098632,3.33E-10,0.392233,373.66275
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PA-2-255QB,Hanwha Q CELLS (Qidong),0.005613,1.577904,9.098632,3.33E-10,0.392233,373.66275
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PA-2-255QW,Hanwha Q CELLS (Qidong),0.005613,1.577904,9.098632,3.33E-10,0.392233,373.66275
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PA-3-255Q,Hanwha Q CELLS (Qidong),0.005613,1.577904,9.098632,3.33E-10,0.392233,373.66275
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PA-3-255QB,Hanwha Q CELLS (Qidong),0.005613,1.577904,9.098632,3.33E-10,0.392233,373.66275
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PA-3-255QW,Hanwha Q CELLS (Qidong),0.005613,1.577904,9.098632,3.33E-10,0.392233,373.66275
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PA-4-255Q,Hanwha Q CELLS (Qidong),0.005613,1.577904,9.098632,3.33E-10,0.392233,373.66275
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PA-4-255QB,Hanwha Q CELLS (Qidong),0.005613,1.577904,9.098632,3.33E-10,0.392233,373.66275
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PA-4-255QW,Hanwha Q CELLS (Qidong),0.005613,1.577904,9.098632,3.33E-10,0.392233,373.66275
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PA-4-255T,Hanwha Q CELLS (Qidong),0.005459,1.602368,9.04599,6.15E-10,0.324726,452.249329
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PA-4-255TB,Hanwha Q CELLS (Qidong),0.005459,1.602368,9.04599,6.15E-10,0.324726,452.249329
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PA-4-255TW,Hanwha Q CELLS (Qidong),0.005459,1.602368,9.04599,6.15E-10,0.324726,452.249329
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PB-0-255T,Hanwha Q CELLS (Qidong),0.005459,1.602368,9.04599,6.15E-10,0.324726,452.249329
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PB-0-255TB,Hanwha Q CELLS (Qidong),0.005459,1.602368,9.04599,6.15E-10,0.324726,452.249329
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PB-0-255TW,Hanwha Q CELLS (Qidong),0.005459,1.602368,9.04599,6.15E-10,0.324726,452.249329
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PB-2-255Q,Hanwha Q CELLS (Qidong),0.005613,1.577904,9.098632,3.33E-10,0.392233,373.66275
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PB-2-255QB,Hanwha Q CELLS (Qidong),0.005613,1.577904,9.098632,3.33E-10,0.392233,373.66275
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PB-2-255QW,Hanwha Q CELLS (Qidong),0.005613,1.577904,9.098632,3.33E-10,0.392233,373.66275
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PB-3-255Q,Hanwha Q CELLS (Qidong),0.005613,1.577904,9.098632,3.33E-10,0.392233,373.66275
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PB-3-255QB,Hanwha Q CELLS (Qidong),0.005613,1.577904,9.098632,3.33E-10,0.392233,373.66275
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PB-3-255QW,Hanwha Q CELLS (Qidong),0.005613,1.577904,9.098632,3.33E-10,0.392233,373.66275
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PB-4-255,Hanwha Q CELLS (Qidong),0.005334,1.516826,8.905054,1.15E-10,0.32196,190.128082
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PB-4-255Q,Hanwha Q CELLS (Qidong),0.005613,1.577904,9.098632,3.33E-10,0.392233,373.66275
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PB-4-255QB,Hanwha Q CELLS (Qidong),0.005613,1.577904,9.098632,3.33E-10,0.392233,373.66275
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PB-4-255QW,Hanwha Q CELLS (Qidong),0.005613,1.577904,9.098632,3.33E-10,0.392233,373.66275
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PB-4-255T,Hanwha Q CELLS (Qidong),0.005459,1.602368,9.04599,6.15E-10,0.324726,452.249329
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PB-4-255TB,Hanwha Q CELLS (Qidong),0.005459,1.602368,9.04599,6.15E-10,0.324726,452.249329
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PB-4-255TW,Hanwha Q CELLS (Qidong),0.005459,1.602368,9.04599,6.15E-10,0.324726,452.249329
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PB-4-255W,Hanwha Q CELLS (Qidong),0.005334,1.516826,8.905054,1.15E-10,0.32196,190.128082
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PC-3-255,Hanwha Q CELLS (Qidong),0.004891,1.553371,8.868484,2.36E-10,0.300874,314.171417
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PC-3-255W,Hanwha Q CELLS (Qidong),0.00443,1.506971,8.869961,1.12E-10,0.312579,278.026794
Hanwha_Q_CELLS_(Qidong)_HSL60M6-HA-4-260T,Hanwha Q CELLS (Qidong),0.004371,1.585243,9.016018,3.69E-10,0.300439,396.992737
Hanwha_Q_CELLS_(Qidong)_HSL60M6-HA-4-260TB,Hanwha Q CELLS (Qidong),0.004371,1.585243,9.016018,3.69E-10,0.300439,396.992737
Hanwha_Q_CELLS_(Qidong)_HSL60M6-HA-4-260TW,Hanwha Q CELLS (Qidong),0.004371,1.585243,9.016018,3.69E-10,0.300439,396.992737
Hanwha_Q_CELLS_(Qidong)_HSL60M6-HB-0-260T,Hanwha Q CELLS (Qidong),0.004371,1.585243,9.016018,3.69E-10,0.300439,396.992737
Hanwha_Q_CELLS_(Qidong)_HSL60M6-HB-4-260T,Hanwha Q CELLS (Qidong),0.004371,1.585243,9.016018,3.69E-10,0.300439,396.992737
Hanwha_Q_CELLS_(Qidong)_HSL60M6-HB-4-260TB,Hanwha Q CELLS (Qidong),0.004371,1.585243,9.016018,3.69E-10,0.300439,396.992737
Hanwha_Q_CELLS_(Qidong)_HSL60M6-HB-4-260TW,Hanwha Q CELLS (Qidong),0.004371,1.585243,9.016018,3.69E-10,0.300439,396.992737
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PB-0-260T,Hanwha Q CELLS (Qidong),0.005394,1.598898,9.082524,5.20E-10,0.308773,1068.190552
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PB-0-260TW,Hanwha Q CELLS (Qidong),0.005394,1.598898,9.082524,5.20E-10,0.308773,1068.190552
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PB-4-260,Hanwha Q CELLS (Qidong),0.005358,1.527199,8.941607,1.28E-10,0.276805,212.965881
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PB-4-260T,Hanwha Q CELLS (Qidong),0.005394,1.598898,9.082524,5.20E-10,0.308773,1068.190552
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PB-4-260TW,Hanwha Q CELLS (Qidong),0.005394,1.598898,9.082524,5.20E-10,0.308773,1068.190552
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PB-4-260W,Hanwha Q CELLS (Qidong),0.005358,1.527199,8.941607,1.28E-10,0.276805,212.965881
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PC-3-260,Hanwha Q CELLS (Qidong),0.004957,1.564707,8.988924,2.36E-10,0.305283,307.178833
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PC-3-260W,Hanwha Q CELLS (Qidong),0.00449,1.517999,8.990452,1.11E-10,0.3169,272.273346
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PB-0-265T,Hanwha Q CELLS (Qidong),0.005412,1.606446,9.204579,5.53E-10,0.289374,812.582275
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PB-0-265TW,Hanwha Q CELLS (Qidong),0.005412,1.606446,9.204579,5.53E-10,0.289374,812.582275
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PB-4-265T,Hanwha Q CELLS (Qidong),0.005412,1.606446,9.204579,5.53E-10,0.289374,812.582275
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PB-4-265TW,Hanwha Q CELLS (Qidong),0.005412,1.606446,9.204579,5.53E-10,0.289374,812.582275
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PC-3-265,Hanwha Q CELLS (Qidong),0.005034,1.576247,9.131007,2.51E-10,0.296762,245.872543
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PC-3-265W,Hanwha Q CELLS (Qidong),0.00456,1.529087,9.132618,1.19E-10,0.308357,222.879669
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PB-0-270T,Hanwha Q CELLS (Qidong),0.005424,1.612427,9.317927,6.10E-10,0.25903,602.153625
Hanwha_Q_CELLS_(Qidong)_HSL60P6-PB-0-270TW,Hanwha Q CELLS (Qidong),0.005424,1.612427,9.317927,6.10E-10,0.25903,602.153625
