,Category,Menn,Kvinner,kommune
12,60-64 år,-54,45,dyrøy
13,65-69 år,-52,45,dyrøy
14,70-74 år,-44,41,dyrøy
15,75-79 år,-30,30,dyrøy
16,80-84 år,-20,14,dyrøy
17,85-89 år,-8,16,dyrøy
18,90-94 år,-3,7,dyrøy
19,95-99 år,0,2,dyrøy
20,100 år eller eldre,0,2,dyrøy
0,0-4 år,-342,344,senja
1,5-9 år,-419,420,senja
2,10-14 år,-513,466,senja
3,15-19 år,-507,475,senja
4,20-24 år,-500,415,senja
5,25-29 år,-460,398,senja
6,30-34 år,-435,397,senja
7,35-39 år,-408,418,senja
8,40-44 år,-421,426,senja
9,45-49 år,-517,460,senja
10,50-54 år,-559,493,senja
11,55-59 år,-538,467,senja
12,60-64 år,-485,442,senja
13,65-69 år,-467,457,senja
14,70-74 år,-399,422,senja
15,75-79 år,-305,309,senja
16,80-84 år,-181,213,senja
17,85-89 år,-85,152,senja
18,90-94 år,-24,87,senja
19,95-99 år,-5,17,senja
20,100 år eller eldre,-1,2,senja
0,0-4 år,-342,344,senja
1,5-9 år,-419,420,senja
2,10-14 år,-513,466,senja
3,15-19 år,-507,475,senja
4,20-24 år,-500,415,senja
5,25-29 år,-460,398,senja
6,30-34 år,-435,397,senja
7,35-39 år,-408,418,senja
8,40-44 år,-421,426,senja
9,45-49 år,-517,460,senja
10,50-54 år,-559,493,senja
11,55-59 år,-538,467,senja
12,60-64 år,-485,442,senja
13,65-69 år,-467,457,senja
14,70-74 år,-399,422,senja
15,75-79 år,-305,309,senja
16,80-84 år,-181,213,senja
17,85-89 år,-85,152,senja
18,90-94 år,-24,87,senja
19,95-99 år,-5,17,senja
20,100 år eller eldre,-1,2,senja
0,0-4 år,-342,344,senja
1,5-9 år,-419,420,senja
2,10-14 år,-513,466,senja
3,15-19 år,-507,475,senja
4,20-24 år,-500,415,senja
5,25-29 år,-460,398,senja
6,30-34 år,-435,397,senja
7,35-39 år,-408,418,senja
8,40-44 år,-421,426,senja
9,45-49 år,-517,460,senja
10,50-54 år,-559,493,senja
11,55-59 år,-538,467,senja
12,60-64 år,-485,442,senja
13,65-69 år,-467,457,senja
14,70-74 år,-399,422,senja
15,75-79 år,-305,309,senja
16,80-84 år,-181,213,senja
17,85-89 år,-85,152,senja
18,90-94 år,-24,87,senja
19,95-99 år,-5,17,senja
20,100 år eller eldre,-1,2,senja
0,0-4 år,-342,344,senja
1,5-9 år,-419,420,senja
2,10-14 år,-513,466,senja
3,15-19 år,-507,475,senja
4,20-24 år,-500,415,senja
5,25-29 år,-460,398,senja
6,30-34 år,-435,397,senja
7,35-39 år,-408,418,senja
8,40-44 år,-421,426,senja
9,45-49 år,-517,460,senja
10,50-54 år,-559,493,senja
11,55-59 år,-538,467,senja
12,60-64 år,-485,442,senja
13,65-69 år,-467,457,senja
14,70-74 år,-399,422,senja
15,75-79 år,-305,309,senja
16,80-84 år,-181,213,senja
17,85-89 år,-85,152,senja
18,90-94 år,-24,87,senja
19,95-99 år,-5,17,senja
20,100 år eller eldre,-1,2,senja
0,0-4 år,-118,103,balsfjord
1,5-9 år,-131,133,balsfjord
2,10-14 år,-183,151,balsfjord
3,15-19 år,-153,161,balsfjord
4,20-24 år,-176,145,balsfjord
5,25-29 år,-177,143,balsfjord
6,30-34 år,-138,146,balsfjord
7,35-39 år,-147,142,balsfjord
8,40-44 år,-160,130,balsfjord
9,45-49 år,-215,183,balsfjord
10,50-54 år,-223,213,balsfjord
11,55-59 år,-240,178,balsfjord
12,60-64 år,-183,158,balsfjord
13,65-69 år,-167,156,balsfjord
14,70-74 år,-192,186,balsfjord
15,75-79 år,-121,144,balsfjord
16,80-84 år,-106,91,balsfjord
17,85-89 år,-45,62,balsfjord
18,90-94 år,-17,32,balsfjord
19,95-99 år,-1,7,balsfjord
20,100 år eller eldre,0,2,balsfjord
0,0-4 år,-43,42,karlsøy
1,5-9 år,-42,41,karlsøy
2,10-14 år,-47,46,karlsøy
3,15-19 år,-48,45,karlsøy
4,20-24 år,-74,56,karlsøy
5,25-29 år,-58,44,karlsøy
6,30-34 år,-70,75,karlsøy
7,35-39 år,-50,45,karlsøy
8,40-44 år,-55,40,karlsøy
9,45-49 år,-77,62,karlsøy
10,50-54 år,-75,73,karlsøy
11,55-59 år,-89,99,karlsøy
12,60-64 år,-109,69,karlsøy
13,65-69 år,-105,74,karlsøy
14,70-74 år,-82,84,karlsøy
15,75-79 år,-62,58,karlsøy
16,80-84 år,-43,43,karlsøy
17,85-89 år,-20,35,karlsøy
18,90-94 år,-5,9,karlsøy
19,95-99 år,-1,5,karlsøy
20,100 år eller eldre,0,0,karlsøy
0,0-4 år,-52,50,lyngen
1,5-9 år,-53,63,lyngen
2,10-14 år,-75,80,lyngen
3,15-19 år,-89,89,lyngen
4,20-24 år,-90,86,lyngen
5,25-29 år,-76,54,lyngen
6,30-34 år,-57,54,lyngen
7,35-39 år,-72,56,lyngen
8,40-44 år,-72,64,lyngen
9,45-49 år,-114,101,lyngen
10,50-54 år,-102,91,lyngen
11,55-59 år,-95,75,lyngen
12,60-64 år,-101,97,lyngen
13,65-69 år,-108,99,lyngen
14,70-74 år,-109,108,lyngen
15,75-79 år,-78,77,lyngen
16,80-84 år,-42,64,lyngen
17,85-89 år,-25,42,lyngen
18,90-94 år,-9,15,lyngen
19,95-99 år,-4,6,lyngen
20,100 år eller eldre,0,0,lyngen
0,0-4 år,-36,30,storfjord-omasvuotna-omasvuono
1,5-9 år,-37,44,storfjord-omasvuotna-omasvuono
2,10-14 år,-50,55,storfjord-omasvuotna-omasvuono
3,15-19 år,-64,59,storfjord-omasvuotna-omasvuono
4,20-24 år,-64,42,storfjord-omasvuotna-omasvuono
5,25-29 år,-54,42,storfjord-omasvuotna-omasvuono
6,30-34 år,-35,41,storfjord-omasvuotna-omasvuono
7,35-39 år,-40,37,storfjord-omasvuotna-omasvuono
8,40-44 år,-57,46,storfjord-omasvuotna-omasvuono
9,45-49 år,-67,65,storfjord-omasvuotna-omasvuono
10,50-54 år,-65,61,storfjord-omasvuotna-omasvuono
11,55-59 år,-57,66,storfjord-omasvuotna-omasvuono
12,60-64 år,-67,79,storfjord-omasvuotna-omasvuono
13,65-69 år,-93,54,storfjord-omasvuotna-omasvuono
14,70-74 år,-91,72,storfjord-omasvuotna-omasvuono
15,75-79 år,-34,37,storfjord-omasvuotna-omasvuono
16,80-84 år,-25,24,storfjord-omasvuotna-omasvuono
17,85-89 år,-9,16,storfjord-omasvuotna-omasvuono
18,90-94 år,-2,10,storfjord-omasvuotna-omasvuono
19,95-99 år,0,2,storfjord-omasvuotna-omasvuono
20,100 år eller eldre,0,0,storfjord-omasvuotna-omasvuono
0,0-4 år,-36,42,gaivuotna-kafjord-kaivuono
1,5-9 år,-56,46,gaivuotna-kafjord-kaivuono
2,10-14 år,-53,53,gaivuotna-kafjord-kaivuono
3,15-19 år,-59,51,gaivuotna-kafjord-kaivuono
4,20-24 år,-47,60,gaivuotna-kafjord-kaivuono
5,25-29 år,-61,49,gaivuotna-kafjord-kaivuono
6,30-34 år,-67,50,gaivuotna-kafjord-kaivuono
7,35-39 år,-57,43,gaivuotna-kafjord-kaivuono
8,40-44 år,-45,41,gaivuotna-kafjord-kaivuono
9,45-49 år,-80,65,gaivuotna-kafjord-kaivuono
10,50-54 år,-86,69,gaivuotna-kafjord-kaivuono
11,55-59 år,-74,62,gaivuotna-kafjord-kaivuono
12,60-64 år,-79,65,gaivuotna-kafjord-kaivuono
13,65-69 år,-89,70,gaivuotna-kafjord-kaivuono
14,70-74 år,-74,77,gaivuotna-kafjord-kaivuono
15,75-79 år,-53,55,gaivuotna-kafjord-kaivuono
16,80-84 år,-47,52,gaivuotna-kafjord-kaivuono
17,85-89 år,-12,27,gaivuotna-kafjord-kaivuono
18,90-94 år,-8,7,gaivuotna-kafjord-kaivuono
19,95-99 år,-2,2,gaivuotna-kafjord-kaivuono
20,100 år eller eldre,0,0,gaivuotna-kafjord-kaivuono
0,0-4 år,-72,72,skjervøy
1,5-9 år,-77,83,skjervøy
2,10-14 år,-85,76,skjervøy
3,15-19 år,-83,82,skjervøy
4,20-24 år,-104,97,skjervøy
5,25-29 år,-122,95,skjervøy
6,30-34 år,-86,81,skjervøy
7,35-39 år,-88,83,skjervøy
8,40-44 år,-89,83,skjervøy
9,45-49 år,-117,95,skjervøy
10,50-54 år,-99,98,skjervøy
11,55-59 år,-95,74,skjervøy
12,60-64 år,-80,80,skjervøy
13,65-69 år,-73,75,skjervøy
14,70-74 år,-86,100,skjervøy
15,75-79 år,-85,70,skjervøy
16,80-84 år,-38,34,skjervøy
17,85-89 år,-19,30,skjervøy
18,90-94 år,-4,11,skjervøy
19,95-99 år,0,5,skjervøy
20,100 år eller eldre,0,1,skjervøy
0,0-4 år,-109,97,nordreisa-raisa-raisi
1,5-9 år,-156,131,nordreisa-raisa-raisi
2,10-14 år,-152,163,nordreisa-raisa-raisi
3,15-19 år,-185,130,nordreisa-raisa-raisi
4,20-24 år,-175,129,nordreisa-raisa-raisi
5,25-29 år,-165,167,nordreisa-raisa-raisi
6,30-34 år,-138,127,nordreisa-raisa-raisi
7,35-39 år,-110,116,nordreisa-raisa-raisi
8,40-44 år,-138,130,nordreisa-raisa-raisi
9,45-49 år,-178,168,nordreisa-raisa-raisi
10,50-54 år,-179,164,nordreisa-raisa-raisi
11,55-59 år,-161,154,nordreisa-raisa-raisi
12,60-64 år,-160,146,nordreisa-raisa-raisi
13,65-69 år,-149,153,nordreisa-raisa-raisi
14,70-74 år,-155,151,nordreisa-raisa-raisi
15,75-79 år,-93,94,nordreisa-raisa-raisi
16,80-84 år,-56,65,nordreisa-raisa-raisi
17,85-89 år,-28,45,nordreisa-raisa-raisi
18,90-94 år,-15,19,nordreisa-raisa-raisi
19,95-99 år,-2,7,nordreisa-raisa-raisi
20,100 år eller eldre,0,1,nordreisa-raisa-raisi
0,0-4 år,-18,23,kvænangen
1,5-9 år,-24,24,kvænangen
2,10-14 år,-32,31,kvænangen
3,15-19 år,-36,29,kvænangen
4,20-24 år,-38,33,kvænangen
5,25-29 år,-41,29,kvænangen
6,30-34 år,-27,28,kvænangen
7,35-39 år,-26,22,kvænangen
8,40-44 år,-28,24,kvænangen
9,45-49 år,-39,39,kvænangen
10,50-54 år,-56,50,kvænangen
11,55-59 år,-47,44,kvænangen
12,60-64 år,-42,27,kvænangen
13,65-69 år,-42,46,kvænangen
14,70-74 år,-45,37,kvænangen
15,75-79 år,-36,32,kvænangen
16,80-84 år,-26,28,kvænangen
17,85-89 år,-8,23,kvænangen
18,90-94 år,-2,8,kvænangen
19,95-99 år,-1,0,kvænangen
20,100 år eller eldre,0,0,kvænangen
0,0-4 år,-38,34,vardø
1,5-9 år,-43,35,vardø
2,10-14 år,-38,47,vardø
3,15-19 år,-50,49,vardø
4,20-24 år,-59,53,vardø
5,25-29 år,-82,67,vardø
6,30-34 år,-62,52,vardø
7,35-39 år,-68,43,vardø
8,40-44 år,-71,48,vardø
9,45-49 år,-68,70,vardø
10,50-54 år,-92,66,vardø
11,55-59 år,-79,68,vardø
12,60-64 år,-77,75,vardø
13,65-69 år,-92,71,vardø
14,70-74 år,-79,76,vardø
15,75-79 år,-34,38,vardø
16,80-84 år,-17,26,vardø
17,85-89 år,-15,31,vardø
18,90-94 år,-4,10,vardø
19,95-99 år,-1,1,vardø
20,100 år eller eldre,0,0,vardø
0,0-4 år,-136,124,vadsø
1,5-9 år,-136,127,vadsø
2,10-14 år,-176,166,vadsø
3,15-19 år,-210,188,vadsø
4,20-24 år,-256,164,vadsø
5,25-29 år,-207,184,vadsø
6,30-34 år,-161,152,vadsø
7,35-39 år,-138,135,vadsø
8,40-44 år,-152,160,vadsø
9,45-49 år,-221,209,vadsø
10,50-54 år,-243,237,vadsø
11,55-59 år,-214,205,vadsø
12,60-64 år,-181,167,vadsø
13,65-69 år,-142,166,vadsø
14,70-74 år,-170,158,vadsø
15,75-79 år,-104,126,vadsø
16,80-84 år,-74,82,vadsø
17,85-89 år,-29,55,vadsø
18,90-94 år,-10,19,vadsø
19,95-99 år,-1,3,vadsø
20,100 år eller eldre,0,0,vadsø
0,0-4 år,-318,311,hammerfest-hammerfeasta
1,5-9 år,-327,321,hammerfest-hammerfeasta
2,10-14 år,-353,326,hammerfest-hammerfeasta
3,15-19 år,-342,314,hammerfest-hammerfeasta
4,20-24 år,-402,367,hammerfest-hammerfeasta
5,25-29 år,-468,473,hammerfest-hammerfeasta
6,30-34 år,-446,372,hammerfest-hammerfeasta
7,35-39 år,-342,323,hammerfest-hammerfeasta
8,40-44 år,-359,299,hammerfest-hammerfeasta
9,45-49 år,-425,431,hammerfest-hammerfeasta
10,50-54 år,-449,392,hammerfest-hammerfeasta
11,55-59 år,-361,359,hammerfest-hammerfeasta
12,60-64 år,-306,331,hammerfest-hammerfeasta
13,65-69 år,-294,267,hammerfest-hammerfeasta
14,70-74 år,-263,285,hammerfest-hammerfeasta
15,75-79 år,-205,196,hammerfest-hammerfeasta
16,80-84 år,-105,118,hammerfest-hammerfeasta
17,85-89 år,-44,77,hammerfest-hammerfeasta
18,90-94 år,-21,40,hammerfest-hammerfeasta
19,95-99 år,-2,13,hammerfest-hammerfeasta
20,100 år eller eldre,-1,0,hammerfest-hammerfeasta
0,0-4 år,-318,311,guovdageaidnu-kautokeino
1,5-9 år,-327,321,guovdageaidnu-kautokeino
2,10-14 år,-353,326,guovdageaidnu-kautokeino
3,15-19 år,-342,314,guovdageaidnu-kautokeino
4,20-24 år,-402,367,guovdageaidnu-kautokeino
5,25-29 år,-468,473,guovdageaidnu-kautokeino
6,30-34 år,-446,372,guovdageaidnu-kautokeino
7,35-39 år,-342,323,guovdageaidnu-kautokeino
8,40-44 år,-359,299,guovdageaidnu-kautokeino
9,45-49 år,-425,431,guovdageaidnu-kautokeino
10,50-54 år,-449,392,guovdageaidnu-kautokeino
11,55-59 år,-361,359,guovdageaidnu-kautokeino
12,60-64 år,-306,331,guovdageaidnu-kautokeino
13,65-69 år,-294,267,guovdageaidnu-kautokeino
14,70-74 år,-263,285,guovdageaidnu-kautokeino
15,75-79 år,-205,196,guovdageaidnu-kautokeino
16,80-84 år,-105,118,guovdageaidnu-kautokeino
17,85-89 år,-44,77,guovdageaidnu-kautokeino
18,90-94 år,-21,40,guovdageaidnu-kautokeino
19,95-99 år,-2,13,guovdageaidnu-kautokeino
20,100 år eller eldre,-1,0,guovdageaidnu-kautokeino
0,0-4 år,-648,606,alta
1,5-9 år,-629,726,alta
2,10-14 år,-679,663,alta
3,15-19 år,-774,691,alta
4,20-24 år,-867,749,alta
5,25-29 år,-829,779,alta
6,30-34 år,-748,722,alta
7,35-39 år,-639,594,alta
8,40-44 år,-613,524,alta
9,45-49 år,-789,774,alta
10,50-54 år,-707,744,alta
11,55-59 år,-604,617,alta
12,60-64 år,-537,501,alta
13,65-69 år,-527,465,alta
14,70-74 år,-424,430,alta
15,75-79 år,-246,270,alta
16,80-84 år,-173,188,alta
17,85-89 år,-87,127,alta
18,90-94 år,-24,62,alta
19,95-99 år,-1,12,alta
20,100 år eller eldre,0,0,alta
0,0-4 år,-17,13,loppa
1,5-9 år,-18,17,loppa
2,10-14 år,-10,10,loppa
3,15-19 år,-25,18,loppa
4,20-24 år,-39,20,loppa
5,25-29 år,-33,20,loppa
6,30-34 år,-21,22,loppa
7,35-39 år,-20,9,loppa
8,40-44 år,-26,19,loppa
9,45-49 år,-39,37,loppa
10,50-54 år,-29,24,loppa
11,55-59 år,-34,35,loppa
12,60-64 år,-42,29,loppa
13,65-69 år,-41,24,loppa
14,70-74 år,-37,26,loppa
15,75-79 år,-33,29,loppa
16,80-84 år,-14,24,loppa
17,85-89 år,-8,13,loppa
18,90-94 år,-3,8,loppa
19,95-99 år,-1,1,loppa
20,100 år eller eldre,0,0,loppa
0,0-4 år,-22,21,hasvik
1,5-9 år,-27,27,hasvik
2,10-14 år,-29,22,hasvik
3,15-19 år,-24,18,hasvik
4,20-24 år,-31,22,hasvik
5,25-29 år,-36,30,hasvik
6,30-34 år,-36,30,hasvik
7,35-39 år,-40,22,hasvik
8,40-44 år,-36,22,hasvik
9,45-49 år,-37,40,hasvik
10,50-54 år,-45,34,hasvik
11,55-59 år,-36,34,hasvik
12,60-64 år,-31,28,hasvik
13,65-69 år,-33,32,hasvik
14,70-74 år,-37,27,hasvik
15,75-79 år,-13,22,hasvik
16,80-84 år,-19,15,hasvik
17,85-89 år,-4,13,hasvik
18,90-94 år,-3,4,hasvik
19,95-99 år,0,2,hasvik
20,100 år eller eldre,0,1,hasvik
0,0-4 år,-318,311,hammerfest-hammerfeasta
1,5-9 år,-327,321,hammerfest-hammerfeasta
2,10-14 år,-353,326,hammerfest-hammerfeasta
3,15-19 år,-342,314,hammerfest-hammerfeasta
4,20-24 år,-402,367,hammerfest-hammerfeasta
5,25-29 år,-468,473,hammerfest-hammerfeasta
6,30-34 år,-446,372,hammerfest-hammerfeasta
7,35-39 år,-342,323,hammerfest-hammerfeasta
8,40-44 år,-359,299,hammerfest-hammerfeasta
9,45-49 år,-425,431,hammerfest-hammerfeasta
10,50-54 år,-449,392,hammerfest-hammerfeasta
11,55-59 år,-361,359,hammerfest-hammerfeasta
12,60-64 år,-306,331,hammerfest-hammerfeasta
13,65-69 år,-294,267,hammerfest-hammerfeasta
14,70-74 år,-263,285,hammerfest-hammerfeasta
15,75-79 år,-205,196,hammerfest-hammerfeasta
16,80-84 år,-105,118,hammerfest-hammerfeasta
17,85-89 år,-44,77,hammerfest-hammerfeasta
18,90-94 år,-21,40,hammerfest-hammerfeasta
19,95-99 år,-2,13,hammerfest-hammerfeasta
20,100 år eller eldre,-1,0,hammerfest-hammerfeasta
0,0-4 år,-18,26,måsøy
1,5-9 år,-27,23,måsøy
2,10-14 år,-32,29,måsøy
3,15-19 år,-29,26,måsøy
4,20-24 år,-37,25,måsøy
5,25-29 år,-29,37,måsøy
6,30-34 år,-35,30,måsøy
7,35-39 år,-47,34,måsøy
8,40-44 år,-38,32,måsøy
9,45-49 år,-44,37,måsøy
10,50-54 år,-47,38,måsøy
11,55-59 år,-59,42,måsøy
12,60-64 år,-51,21,måsøy
13,65-69 år,-55,32,måsøy
14,70-74 år,-49,42,måsøy
15,75-79 år,-31,38,måsøy
16,80-84 år,-24,16,måsøy
17,85-89 år,-12,20,måsøy
18,90-94 år,-3,9,måsøy
19,95-99 år,-1,0,måsøy
20,100 år eller eldre,0,0,måsøy
0,0-4 år,-66,57,nordkapp
1,5-9 år,-59,76,nordkapp
2,10-14 år,-95,69,nordkapp
3,15-19 år,-111,93,nordkapp
4,20-24 år,-100,87,nordkapp
5,25-29 år,-123,92,nordkapp
6,30-34 år,-94,91,nordkapp
7,35-39 år,-87,74,nordkapp
8,40-44 år,-87,79,nordkapp
9,45-49 år,-127,96,nordkapp
10,50-54 år,-144,116,nordkapp
11,55-59 år,-137,118,nordkapp
12,60-64 år,-114,103,nordkapp
13,65-69 år,-115,93,nordkapp
14,70-74 år,-103,86,nordkapp
15,75-79 år,-69,59,nordkapp
16,80-84 år,-28,42,nordkapp
17,85-89 år,-13,36,nordkapp
18,90-94 år,-9,11,nordkapp
19,95-99 år,0,3,nordkapp
20,100 år eller eldre,0,0,nordkapp
0,0-4 år,-95,76,porsanger-porsagu-porsanki
1,5-9 år,-80,106,porsanger-porsagu-porsanki
2,10-14 år,-106,100,porsanger-porsagu-porsanki
3,15-19 år,-112,111,porsanger-porsagu-porsanki
4,20-24 år,-155,116,porsanger-porsagu-porsanki
5,25-29 år,-143,113,porsanger-porsagu-porsanki
6,30-34 år,-109,102,porsanger-porsagu-porsanki
7,35-39 år,-97,96,porsanger-porsagu-porsanki
8,40-44 år,-102,101,porsanger-porsagu-porsanki
9,45-49 år,-133,118,porsanger-porsagu-porsanki
10,50-54 år,-164,167,porsanger-porsagu-porsanki
11,55-59 år,-165,140,porsanger-porsagu-porsanki
12,60-64 år,-152,146,porsanger-porsagu-porsanki
13,65-69 år,-153,139,porsanger-porsagu-porsanki
14,70-74 år,-139,136,porsanger-porsagu-porsanki
15,75-79 år,-78,78,porsanger-porsagu-porsanki
16,80-84 år,-44,41,porsanger-porsagu-porsanki
17,85-89 år,-23,33,porsanger-porsagu-porsanki
18,90-94 år,-7,13,porsanger-porsagu-porsanki
19,95-99 år,-3,6,porsanger-porsagu-porsanki
20,100 år eller eldre,0,0,porsanger-porsagu-porsanki
0,0-4 år,-51,66,karasjohka-karasjok
1,5-9 år,-46,61,karasjohka-karasjok
2,10-14 år,-89,60,karasjohka-karasjok
3,15-19 år,-87,82,karasjohka-karasjok
4,20-24 år,-107,95,karasjohka-karasjok
5,25-29 år,-101,79,karasjohka-karasjok
6,30-34 år,-98,62,karasjohka-karasjok
7,35-39 år,-58,61,karasjohka-karasjok
8,40-44 år,-75,65,karasjohka-karasjok
9,45-49 år,-70,99,karasjohka-karasjok
10,50-54 år,-103,105,karasjohka-karasjok
11,55-59 år,-107,90,karasjohka-karasjok
12,60-64 år,-98,91,karasjohka-karasjok
13,65-69 år,-98,84,karasjohka-karasjok
14,70-74 år,-68,63,karasjohka-karasjok
15,75-79 år,-42,47,karasjohka-karasjok
16,80-84 år,-20,35,karasjohka-karasjok
17,85-89 år,-18,23,karasjohka-karasjok
18,90-94 år,-7,13,karasjohka-karasjok
19,95-99 år,0,4,karasjohka-karasjok
20,100 år eller eldre,0,0,karasjohka-karasjok
0,0-4 år,-22,22,lebesby
1,5-9 år,-34,29,lebesby
2,10-14 år,-28,34,lebesby
3,15-19 år,-41,41,lebesby
4,20-24 år,-42,22,lebesby
5,25-29 år,-42,26,lebesby
6,30-34 år,-45,36,lebesby
7,35-39 år,-47,28,lebesby
8,40-44 år,-39,30,lebesby
9,45-49 år,-60,43,lebesby
10,50-54 år,-61,40,lebesby
11,55-59 år,-56,44,lebesby
12,60-64 år,-45,43,lebesby
13,65-69 år,-49,36,lebesby
14,70-74 år,-43,34,lebesby
15,75-79 år,-26,24,lebesby
16,80-84 år,-23,18,lebesby
17,85-89 år,-9,20,lebesby
18,90-94 år,-2,4,lebesby
19,95-99 år,-2,0,lebesby
20,100 år eller eldre,0,0,lebesby
0,0-4 år,-27,26,gamvik
1,5-9 år,-18,22,gamvik
2,10-14 år,-17,17,gamvik
3,15-19 år,-31,17,gamvik
4,20-24 år,-44,30,gamvik
5,25-29 år,-41,35,gamvik
6,30-34 år,-54,28,gamvik
7,35-39 år,-38,33,gamvik
8,40-44 år,-43,21,gamvik
9,45-49 år,-57,43,gamvik
10,50-54 år,-42,43,gamvik
11,55-59 år,-49,35,gamvik
12,60-64 år,-47,37,gamvik
13,65-69 år,-31,32,gamvik
14,70-74 år,-36,40,gamvik
15,75-79 år,-22,24,gamvik
16,80-84 år,-20,19,gamvik
17,85-89 år,-4,3,gamvik
18,90-94 år,-1,5,gamvik
19,95-99 år,0,0,gamvik
20,100 år eller eldre,0,0,gamvik
0,0-4 år,-17,22,berlevåg
1,5-9 år,-14,12,berlevåg
2,10-14 år,-24,17,berlevåg
3,15-19 år,-28,22,berlevåg
4,20-24 år,-37,19,berlevåg
5,25-29 år,-32,32,berlevåg
6,30-34 år,-43,25,berlevåg
7,35-39 år,-20,18,berlevåg
8,40-44 år,-29,22,berlevåg
9,45-49 år,-35,37,berlevåg
10,50-54 år,-40,31,berlevåg
11,55-59 år,-32,38,berlevåg
12,60-64 år,-35,34,berlevåg
13,65-69 år,-42,29,berlevåg
14,70-74 år,-34,34,berlevåg
15,75-79 år,-27,18,berlevåg
16,80-84 år,-10,15,berlevåg
17,85-89 år,-9,11,berlevåg
18,90-94 år,-4,8,berlevåg
19,95-99 år,0,1,berlevåg
20,100 år eller eldre,0,0,berlevåg
0,0-4 år,-17,22,deatnu-tana
1,5-9 år,-14,12,deatnu-tana
2,10-14 år,-24,17,deatnu-tana
3,15-19 år,-28,22,deatnu-tana
4,20-24 år,-37,19,deatnu-tana
5,25-29 år,-32,32,deatnu-tana
6,30-34 år,-43,25,deatnu-tana
7,35-39 år,-20,18,deatnu-tana
8,40-44 år,-29,22,deatnu-tana
9,45-49 år,-35,37,deatnu-tana
10,50-54 år,-40,31,deatnu-tana
11,55-59 år,-32,38,deatnu-tana
12,60-64 år,-35,34,deatnu-tana
13,65-69 år,-42,29,deatnu-tana
14,70-74 år,-34,34,deatnu-tana
15,75-79 år,-27,18,deatnu-tana
16,80-84 år,-10,15,deatnu-tana
17,85-89 år,-9,11,deatnu-tana
18,90-94 år,-4,8,deatnu-tana
19,95-99 år,0,1,deatnu-tana
20,100 år eller eldre,0,0,deatnu-tana
0,0-4 år,-13,17,unjarga-nesseby
1,5-9 år,-21,30,unjarga-nesseby
2,10-14 år,-23,25,unjarga-nesseby
3,15-19 år,-25,20,unjarga-nesseby
4,20-24 år,-33,22,unjarga-nesseby
5,25-29 år,-29,21,unjarga-nesseby
6,30-34 år,-28,19,unjarga-nesseby
7,35-39 år,-27,32,unjarga-nesseby
8,40-44 år,-31,17,unjarga-nesseby
9,45-49 år,-31,31,unjarga-nesseby
10,50-54 år,-32,26,unjarga-nesseby
11,55-59 år,-38,16,unjarga-nesseby
12,60-64 år,-29,35,unjarga-nesseby
13,65-69 år,-37,33,unjarga-nesseby
14,70-74 år,-37,37,unjarga-nesseby
15,75-79 år,-29,20,unjarga-nesseby
16,80-84 år,-22,17,unjarga-nesseby
17,85-89 år,-6,9,unjarga-nesseby
18,90-94 år,-1,4,unjarga-nesseby
19,95-99 år,-2,1,unjarga-nesseby
20,100 år eller eldre,0,0,unjarga-nesseby
0,0-4 år,-13,17,båtsfjord
1,5-9 år,-21,30,båtsfjord
2,10-14 år,-23,25,båtsfjord
3,15-19 år,-25,20,båtsfjord
4,20-24 år,-33,22,båtsfjord
5,25-29 år,-29,21,båtsfjord
6,30-34 år,-28,19,båtsfjord
7,35-39 år,-27,32,båtsfjord
8,40-44 år,-31,17,båtsfjord
9,45-49 år,-31,31,båtsfjord
10,50-54 år,-32,26,båtsfjord
11,55-59 år,-38,16,båtsfjord
12,60-64 år,-29,35,båtsfjord
13,65-69 år,-37,33,båtsfjord
14,70-74 år,-37,37,båtsfjord
15,75-79 år,-29,20,båtsfjord
16,80-84 år,-22,17,båtsfjord
17,85-89 år,-6,9,båtsfjord
18,90-94 år,-1,4,båtsfjord
19,95-99 år,-2,1,båtsfjord
20,100 år eller eldre,0,0,båtsfjord
0,0-4 år,-223,243,sør-varanger
1,5-9 år,-242,248,sør-varanger
2,10-14 år,-285,293,sør-varanger
3,15-19 år,-315,313,sør-varanger
4,20-24 år,-382,337,sør-varanger
5,25-29 år,-406,388,sør-varanger
6,30-34 år,-349,330,sør-varanger
7,35-39 år,-314,255,sør-varanger
8,40-44 år,-272,304,sør-varanger
9,45-49 år,-396,367,sør-varanger
10,50-54 år,-397,360,sør-varanger
11,55-59 år,-346,336,sør-varanger
12,60-64 år,-318,299,sør-varanger
13,65-69 år,-253,306,sør-varanger
14,70-74 år,-267,241,sør-varanger
15,75-79 år,-164,168,sør-varanger
16,80-84 år,-106,133,sør-varanger
17,85-89 år,-47,79,sør-varanger
18,90-94 år,-15,45,sør-varanger
19,95-99 år,0,15,sør-varanger
20,100 år eller eldre,0,1,sør-varanger
0,0-4 år,-5809,5461,trondheim
1,5-9 år,-5875,5703,trondheim
2,10-14 år,-5929,5532,trondheim
3,15-19 år,-5840,5392,trondheim
4,20-24 år,-9210,8443,trondheim
5,25-29 år,-10475,9088,trondheim
6,30-34 år,-8937,7809,trondheim
7,35-39 år,-7513,6969,trondheim
8,40-44 år,-6899,6219,trondheim
9,45-49 år,-6893,6542,trondheim
10,50-54 år,-6630,6414,trondheim
11,55-59 år,-5568,5606,trondheim
